1.22826331456041e-06,1.27427588812391e-06,1.30670327942638e-06,1.3258512531008e-06,1.33216778089769e-06,1.3258512531008e-06,1.30670327942638e-06,1.27427588812391e-06,1.22826331456041e-06,1.16899500753713e-06,1.27427588812391e-06,1.31949995501294e-06,1.35088212238206e-06,1.36918522681367e-06,1.37518136305798e-06,1.36918522681367e-06,1.35088212238206e-06,1.31949995501294e-06,1.27427588812391e-06,1.21506795538292e-06,1.30670327942638e-06,1.35088212238206e-06,1.38112003533858e-06,1.39856008975602e-06,1.4042374658474e-06,1.39856008975602e-06,1.38112003533858e-06,1.35088212238206e-06,1.30670327942638e-06,1.24803400672948e-06,1.3258512531008e-06,1.36918522681367e-06,1.39856008975602e-06,1.41536855189065e-06,1.42081552867331e-06,1.41536855189066e-06,1.39856008975602e-06,1.36918522681367e-06,1.3258512531008e-06,1.26773403341303e-06,1.33216778089769e-06,1.37518136305798e-06,1.4042374658474e-06,1.42081552867331e-06,1.42617889883015e-06,1.42081552867331e-06,1.4042374658474e-06,1.37518136305798e-06,1.33216778089769e-06,1.27427588812391e-06,1.3258512531008e-06,1.36918522681367e-06,1.39856008975602e-06,1.41536855189065e-06,1.42081552867331e-06,1.41536855189065e-06,1.39856008975602e-06,1.36918522681367e-06,1.3258512531008e-06,1.26773403341303e-06,1.30670327942638e-06,1.35088212238206e-06,1.38112003533858e-06,1.39856008975602e-06,1.4042374658474e-06,1.39856008975602e-06,1.38112003533858e-06,1.35088212238206e-06,1.30670327942638e-06,1.24803400672948e-06,1.27427588812391e-06,1.31949995501294e-06,1.35088212238206e-06,1.36918522681367e-06,1.37518136305798e-06,1.36918522681367e-06,1.35088212238206e-06,1.31949995501294e-06,1.27427588812391e-06,1.21506795538292e-06,1.22826331456041e-06,1.27427588812391e-06,1.30670327942638e-06,1.3258512531008e-06,1.33216778089769e-06,1.3258512531008e-06,1.30670327942638e-06,1.27427588812391e-06,1.22826331456041e-06,1.16899500753713e-06,1.16899500753712e-06,1.21506795538292e-06,1.24803400672948e-06,1.26773403341303e-06,1.27427588812391e-06,1.26773403341303e-06,1.24803400672948e-06,1.21506795538292e-06,1.16899500753713e-06,1.11059960592082e-06
2.27915478038639e-07,2.32214243788e-07,2.35350415752573e-07,2.37258735923603e-07,2.37899314582501e-07,2.37258735923603e-07,2.35350415752573e-07,2.32214243788e-07,2.27915478038639e-07,2.22542812334534e-07,2.32214243788e-07,2.36620397157248e-07,2.39834547987295e-07,2.41790147441695e-07,2.42446565881481e-07,2.41790147441695e-07,2.39834547987295e-07,2.36620397157248e-07,2.32214243788e-07,2.26706683756448e-07,2.35350415752573e-07,2.39834547987295e-07,2.431052694631e-07,2.45095144889848e-07,2.45763042565907e-07,2.45095144889848e-07,2.431052694631e-07,2.39834547987295e-07,2.35350415752573e-07,2.29744793225906e-07,2.37258735923603e-07,2.41790147441695e-07,2.45095144889848e-07,2.47105777803635e-07,2.47780625494781e-07,2.47105777803635e-07,2.45095144889848e-07,2.41790147441695e-07,2.37258735923603e-07,2.31593609082286e-07,2.37899314582501e-07,2.42446565881481e-07,2.45763042565907e-07,2.47780625494781e-07,2.48457799871725e-07,2.47780625494781e-07,2.45763042565907e-07,2.42446565881481e-07,2.37899314582501e-07,2.32214243788e-07,2.37258735923603e-07,2.41790147441695e-07,2.45095144889848e-07,2.47105777803635e-07,2.47780625494781e-07,2.47105777803635e-07,2.45095144889848e-07,2.41790147441695e-07,2.37258735923603e-07,2.31593609082286e-07,2.35350415752573e-07,2.39834547987295e-07,2.431052694631e-07,2.45095144889848e-07,2.45763042565907e-07,2.45095144889848e-07,2.431052694631e-07,2.39834547987295e-07,2.35350415752573e-07,2.29744793225906e-07,2.32214243788e-07,2.36620397157248e-07,2.39834547987295e-07,2.41790147441695e-07,2.42446565881481e-07,2.41790147441695e-07,2.39834547987295e-07,2.36620397157248e-07,2.32214243788e-07,2.26706683756448e-07,2.27915478038639e-07,2.32214243788e-07,2.35350415752573e-07,2.37258735923603e-07,2.37899314582501e-07,2.37258735923603e-07,2.35350415752573e-07,2.32214243788e-07,2.27915478038639e-07,2.22542812334534e-07,2.22542812334534e-07,2.26706683756448e-07,2.29744793225906e-07,2.31593609082286e-07,2.32214243788e-07,2.31593609082286e-07,2.29744793225906e-07,2.26706683756448e-07,2.22542812334534e-07,2.17339367223693e-07
7.54530279216461e-08,7.62057271961601e-08,7.67503980329281e-08,7.70800499084793e-08,7.71904126026039e-08,7.70800499084793e-08,7.67503980329281e-08,7.62057271961601e-08,7.54530279216461e-08,7.45018264388491e-08,7.62057271961601e-08,7.69699270109088e-08,7.75229459268967e-08,7.78576607609924e-08,7.79697202017865e-08,7.78576607609924e-08,7.75229459268967e-08,7.69699270109088e-08,7.62057271961601e-08,7.52400532680539e-08,7.67503980329281e-08,7.75229459268967e-08,7.80820246524183e-08,7.84204146703619e-08,7.85337057764633e-08,7.8420414670362e-08,7.80820246524183e-08,7.75229459268966e-08,7.67503980329281e-08,7.57742189223751e-08,7.70800499084793e-08,7.78576607609924e-08,7.8420414670362e-08,7.87610336385832e-08,7.88750717342458e-08,7.87610336385832e-08,7.84204146703619e-08,7.78576607609924e-08,7.70800499084793e-08,7.6097499652155e-08,7.71904126026039e-08,7.79697202017865e-08,7.85337057764634e-08,7.88750717342458e-08,7.89893601691273e-08,7.88750717342458e-08,7.85337057764634e-08,7.79697202017865e-08,7.71904126026039e-08,7.62057271961601e-08,7.70800499084794e-08,7.78576607609924e-08,7.8420414670362e-08,7.87610336385831e-08,7.88750717342458e-08,7.87610336385831e-08,7.8420414670362e-08,7.78576607609924e-08,7.70800499084793e-08,7.6097499652155e-08,7.67503980329281e-08,7.75229459268967e-08,7.80820246524182e-08,7.8420414670362e-08,7.85337057764633e-08,7.8420414670362e-08,7.80820246524183e-08,7.75229459268966e-08,7.67503980329281e-08,7.57742189223751e-08,7.62057271961601e-08,7.69699270109088e-08,7.75229459268966e-08,7.78576607609924e-08,7.79697202017865e-08,7.78576607609924e-08,7.75229459268966e-08,7.69699270109088e-08,7.62057271961601e-08,7.52400532680538e-08,7.54530279216461e-08,7.62057271961601e-08,7.67503980329281e-08,7.70800499084793e-08,7.71904126026039e-08,7.70800499084794e-08,7.67503980329281e-08,7.62057271961601e-08,7.54530279216461e-08,7.45018264388491e-08,7.45018264388491e-08,7.52400532680539e-08,7.57742189223751e-08,7.6097499652155e-08,7.62057271961601e-08,7.6097499652155e-08,7.57742189223752e-08,7.52400532680538e-08,7.45018264388491e-08,7.35688377230206e-08
3.32554792993935e-08,3.34548858573606e-08,3.35984847721643e-08,3.36851145961093e-08,3.37140700413781e-08,3.36851145961093e-08,3.35984847721643e-08,3.34548858573606e-08,3.32554792993935e-08,3.30018620977484e-08,3.34548858573606e-08,3.36561986168594e-08,3.38011738866093e-08,3.3888635500403e-08,3.3917869211553e-08,3.3888635500403e-08,3.38011738866093e-08,3.36561986168594e-08,3.34548858573606e-08,3.31988527736647e-08,3.35984847721643e-08,3.38011738866093e-08,3.39471429630781e-08,3.40352051856205e-08,3.40646398251468e-08,3.40352051856205e-08,3.39471429630781e-08,3.38011738866093e-08,3.35984847721643e-08,3.33407073762822e-08,3.36851145961093e-08,3.3888635500403e-08,3.40352051856205e-08,3.41236303907122e-08,3.41531864634691e-08,3.41236303907122e-08,3.40352051856205e-08,3.3888635500403e-08,3.36851145961093e-08,3.3426283059418e-08,3.37140700413781e-08,3.3917869211553e-08,3.40646398251468e-08,3.41531864634691e-08,3.41827831609517e-08,3.41531864634691e-08,3.40646398251468e-08,3.3917869211553e-08,3.37140700413781e-08,3.34548858573606e-08,3.36851145961093e-08,3.3888635500403e-08,3.40352051856205e-08,3.41236303907122e-08,3.41531864634691e-08,3.41236303907122e-08,3.40352051856205e-08,3.3888635500403e-08,3.36851145961093e-08,3.34262830594179e-08,3.35984847721643e-08,3.38011738866093e-08,3.39471429630781e-08,3.40352051856205e-08,3.40646398251468e-08,3.40352051856205e-08,3.3947142963078e-08,3.38011738866093e-08,3.35984847721643e-08,3.33407073762822e-08,3.34548858573606e-08,3.36561986168594e-08,3.38011738866093e-08,3.3888635500403e-08,3.3917869211553e-08,3.3888635500403e-08,3.38011738866093e-08,3.36561986168594e-08,3.34548858573606e-08,3.31988527736647e-08,3.32554792993935e-08,3.34548858573606e-08,3.35984847721643e-08,3.36851145961093e-08,3.37140700413781e-08,3.36851145961093e-08,3.35984847721643e-08,3.34548858573606e-08,3.32554792993935e-08,3.30018620977483e-08,3.30018620977484e-08,3.31988527736647e-08,3.33407073762822e-08,3.34262830594179e-08,3.34548858573606e-08,3.34262830594179e-08,3.33407073762822e-08,3.31988527736647e-08,3.30018620977484e-08,3.27513068608597e-08
1.73929977084198e-08,1.74619019292798e-08,1.75113899800845e-08,1.75411917835285e-08,1.75511439478721e-08,1.75411917835285e-08,1.75113899800845e-08,1.74619019292798e-08,1.73929977084198e-08,1.7305050767195e-08,1.74619019292798e-08,1.75312487416587e-08,1.75810552891903e-08,1.76110491419061e-08,1.76210654819446e-08,1.76110491419061e-08,1.75810552891903e-08,1.75312487416587e-08,1.74619019292798e-08,1.73733915452686e-08,1.75113899800845e-08,1.75810552891903e-08,1.76310910356323e-08,1.76612230934385e-08,1.76712856166595e-08,1.76612230934385e-08,1.76310910356323e-08,1.75810552891903e-08,1.75113899800845e-08,1.74224741396893e-08,1.75411917835285e-08,1.76110491419061e-08,1.76612230934385e-08,1.76914384882842e-08,1.77015288598351e-08,1.76914384882842e-08,1.76612230934385e-08,1.76110491419061e-08,1.75411917835285e-08,1.74520314611945e-08,1.75511439478721e-08,1.76210654819446e-08,1.76712856166595e-08,1.77015288598351e-08,1.77116285373396e-08,1.77015288598351e-08,1.76712856166595e-08,1.76210654819446e-08,1.75511439478721e-08,1.74619019292798e-08,1.75411917835285e-08,1.76110491419061e-08,1.76612230934385e-08,1.76914384882842e-08,1.77015288598351e-08,1.76914384882842e-08,1.76612230934385e-08,1.76110491419061e-08,1.75411917835285e-08,1.74520314611945e-08,1.75113899800845e-08,1.75810552891903e-08,1.76310910356323e-08,1.76612230934385e-08,1.76712856166595e-08,1.76612230934385e-08,1.76310910356323e-08,1.75810552891903e-08,1.75113899800845e-08,1.74224741396893e-08,1.74619019292798e-08,1.75312487416587e-08,1.75810552891903e-08,1.76110491419061e-08,1.76210654819446e-08,1.76110491419061e-08,1.75810552891903e-08,1.75312487416587e-08,1.74619019292798e-08,1.73733915452686e-08,1.73929977084198e-08,1.74619019292798e-08,1.75113899800845e-08,1.75411917835285e-08,1.75511439478721e-08,1.75411917835285e-08,1.75113899800845e-08,1.74619019292798e-08,1.73929977084198e-08,1.73050507671949e-08,1.7305050767195e-08,1.73733915452686e-08,1.74224741396893e-08,1.74520314611945e-08,1.74619019292798e-08,1.74520314611945e-08,1.74224741396893e-08,1.73733915452686e-08,1.73050507671949e-08,1.72178211355319e-08
1.01853943956445e-08,1.02139129205622e-08,1.02343632102934e-08,1.02466654932483e-08,1.0250771620137e-08,1.02466654932483e-08,1.02343632102934e-08,1.02139129205622e-08,1.01853943956445e-08,1.01489183214243e-08,1.02139129205622e-08,1.02425620509129e-08,1.02631061321914e-08,1.02754648919856e-08,1.02795898782528e-08,1.02754648919856e-08,1.02631061321914e-08,1.02425620509129e-08,1.02139129205622e-08,1.01772701203415e-08,1.02343632102934e-08,1.02631061321914e-08,1.02837175683931e-08,1.02961168863388e-08,1.03002554162713e-08,1.02961168863388e-08,1.02837175683931e-08,1.02631061321914e-08,1.02343632102934e-08,1.01976006804669e-08,1.02466654932483e-08,1.02754648919856e-08,1.02961168863388e-08,1.03085406266872e-08,1.03126873120551e-08,1.03085406266872e-08,1.02961168863388e-08,1.02754648919856e-08,1.02466654932483e-08,1.02098308683788e-08,1.0250771620137e-08,1.02795898782528e-08,1.03002554162713e-08,1.03126873120551e-08,1.03168367207908e-08,1.03126873120551e-08,1.03002554162713e-08,1.02795898782528e-08,1.0250771620137e-08,1.02139129205622e-08,1.02466654932483e-08,1.02754648919856e-08,1.02961168863388e-08,1.03085406266872e-08,1.03126873120551e-08,1.03085406266872e-08,1.02961168863388e-08,1.02754648919856e-08,1.02466654932483e-08,1.02098308683788e-08,1.02343632102934e-08,1.02631061321914e-08,1.02837175683931e-08,1.02961168863388e-08,1.03002554162713e-08,1.02961168863388e-08,1.02837175683931e-08,1.02631061321914e-08,1.02343632102934e-08,1.01976006804669e-08,1.02139129205622e-08,1.02425620509129e-08,1.02631061321914e-08,1.02754648919856e-08,1.02795898782528e-08,1.02754648919856e-08,1.02631061321914e-08,1.02425620509129e-08,1.02139129205622e-08,1.01772701203415e-08,1.01853943956445e-08,1.02139129205622e-08,1.02343632102934e-08,1.02466654932483e-08,1.0250771620137e-08,1.02466654932483e-08,1.02343632102934e-08,1.02139129205622e-08,1.01853943956445e-08,1.01489183214243e-08,1.01489183214243e-08,1.01772701203415e-08,1.01976006804669e-08,1.02098308683788e-08,1.02139129205622e-08,1.02098308683788e-08,1.01976006804669e-08,1.01772701203415e-08,1.01489183214243e-08,1.01126550861286e-08
6.46079575048672e-09,6.47422946850103e-09,6.48385308425813e-09,6.48963853269421e-09,6.49156889913201e-09,6.48963853269421e-09,6.48385308425813e-09,6.47422946850103e-09,6.46079575048672e-09,6.44359095813665e-09,6.47422946850102e-09,6.48770910849165e-09,6.4973656582014e-09,6.50317092025119e-09,6.50510790012324e-09,6.50317092025119e-09,6.4973656582014e-09,6.48770910849164e-09,6.47422946850103e-09,6.45696594982393e-09,6.48385308425813e-09,6.4973656582014e-09,6.5070458273192e-09,6.51286529923851e-09,6.51480702212079e-09,6.51286529923851e-09,6.5070458273192e-09,6.49736565820139e-09,6.48385308425813e-09,6.46654744894809e-09,6.48963853269421e-09,6.50317092025119e-09,6.51286529923851e-09,6.51869332009257e-09,6.52063789646509e-09,6.51869332009257e-09,6.51286529923851e-09,6.50317092025119e-09,6.48963853269421e-09,6.47230755941395e-09,6.49156889913201e-09,6.50510790012324e-09,6.51480702212079e-09,6.52063789646509e-09,6.52258342528497e-09,6.52063789646509e-09,6.5148070221208e-09,6.50510790012324e-09,6.49156889913201e-09,6.47422946850103e-09,6.48963853269421e-09,6.50317092025119e-09,6.51286529923851e-09,6.51869332009256e-09,6.52063789646509e-09,6.51869332009256e-09,6.51286529923851e-09,6.50317092025119e-09,6.48963853269421e-09,6.47230755941395e-09,6.48385308425813e-09,6.4973656582014e-09,6.5070458273192e-09,6.51286529923851e-09,6.5148070221208e-09,6.51286529923851e-09,6.5070458273192e-09,6.4973656582014e-09,6.48385308425813e-09,6.46654744894808e-09,6.47422946850102e-09,6.48770910849164e-09,6.49736565820139e-09,6.50317092025119e-09,6.50510790012324e-09,6.50317092025119e-09,6.49736565820139e-09,6.48770910849164e-09,6.47422946850103e-09,6.45696594982393e-09,6.46079575048672e-09,6.47422946850103e-09,6.48385308425813e-09,6.48963853269421e-09,6.49156889913201e-09,6.48963853269421e-09,6.48385308425813e-09,6.47422946850103e-09,6.46079575048672e-09,6.44359095813665e-09,6.44359095813665e-09,6.45696594982393e-09,6.46654744894809e-09,6.47230755941395e-09,6.47422946850103e-09,6.47230755941395e-09,6.46654744894809e-09,6.45696594982393e-09,6.44359095813665e-09,6.42646126725186e-09
4.34882769895915e-09,4.35579940572405e-09,4.36079047905485e-09,4.36378964796026e-09,4.36479012626234e-09,4.36378964796026e-09,4.36079047905485e-09,4.35579940572405e-09,4.34882769895915e-09,4.33989105598861e-09,4.35579940572406e-09,4.36278954745653e-09,4.36779382993391e-09,4.37080094090719e-09,4.37180406933404e-09,4.37080094090719e-09,4.36779382993391e-09,4.36278954745653e-09,4.35579940572405e-09,4.34683915934394e-09,4.36079047905485e-09,4.36779382993391e-09,4.37280757714264e-09,4.37582037884478e-09,4.37682540616687e-09,4.37582037884478e-09,4.37280757714265e-09,4.36779382993391e-09,4.36079047905485e-09,4.351813320261e-09,4.36378964796026e-09,4.37080094090719e-09,4.37582037884478e-09,4.37883660213721e-09,4.37984277118396e-09,4.37883660213721e-09,4.37582037884478e-09,4.37080094090719e-09,4.36378964796026e-09,4.3548023205139e-09,4.36479012626233e-09,4.37180406933404e-09,4.37682540616687e-09,4.37984277118395e-09,4.38084932120428e-09,4.37984277118396e-09,4.37682540616687e-09,4.37180406933404e-09,4.36479012626234e-09,4.35579940572405e-09,4.36378964796026e-09,4.37080094090719e-09,4.37582037884478e-09,4.37883660213722e-09,4.37984277118395e-09,4.37883660213722e-09,4.37582037884478e-09,4.37080094090719e-09,4.36378964796026e-09,4.3548023205139e-09,4.36079047905484e-09,4.36779382993391e-09,4.37280757714265e-09,4.37582037884478e-09,4.37682540616687e-09,4.37582037884478e-09,4.37280757714265e-09,4.36779382993391e-09,4.36079047905485e-09,4.351813320261e-09,4.35579940572406e-09,4.36278954745652e-09,4.36779382993391e-09,4.37080094090719e-09,4.37180406933404e-09,4.37080094090719e-09,4.36779382993391e-09,4.36278954745652e-09,4.35579940572405e-09,4.34683915934394e-09,4.34882769895915e-09,4.35579940572405e-09,4.36079047905485e-09,4.36378964796026e-09,4.36479012626234e-09,4.36378964796026e-09,4.36079047905485e-09,4.35579940572405e-09,4.34882769895915e-09,4.33989105598861e-09,4.33989105598861e-09,4.34683915934394e-09,4.351813320261e-09,4.3548023205139e-09,4.35579940572405e-09,4.3548023205139e-09,4.351813320261e-09,4.34683915934394e-09,4.33989105598861e-09,4.33098463403983e-09
3.06433963024311e-09,3.06823987981343e-09,3.07103079524251e-09,3.0727073578399e-09,3.07326654801542e-09,3.0727073578399e-09,3.07103079524251e-09,3.06823987981343e-09,3.06433963024311e-09,3.05933704349102e-09,3.06823987981343e-09,3.07214833569926e-09,3.07494512745207e-09,3.0766252217272e-09,3.07718559011079e-09,3.07662522172721e-09,3.07494512745207e-09,3.07214833569926e-09,3.06823987981343e-09,3.06322677716139e-09,3.07103079524251e-09,3.07494512745207e-09,3.07774612709082e-09,3.07942875031343e-09,3.07998996238328e-09,3.07942875031344e-09,3.07774612709082e-09,3.07494512745207e-09,3.07103079524251e-09,3.06601016245201e-09,3.0727073578399e-09,3.07662522172721e-09,3.07942875031344e-09,3.08111289343947e-09,3.08167461256695e-09,3.08111289343947e-09,3.07942875031344e-09,3.07662522172721e-09,3.0727073578399e-09,3.06768219943385e-09,3.07326654801542e-09,3.07718559011079e-09,3.07998996238328e-09,3.08167461256695e-09,3.08223650085485e-09,3.08167461256695e-09,3.07998996238328e-09,3.07718559011079e-09,3.07326654801542e-09,3.06823987981344e-09,3.0727073578399e-09,3.07662522172721e-09,3.07942875031344e-09,3.08111289343947e-09,3.08167461256695e-09,3.08111289343947e-09,3.07942875031344e-09,3.07662522172721e-09,3.0727073578399e-09,3.06768219943385e-09,3.07103079524251e-09,3.07494512745207e-09,3.07774612709082e-09,3.07942875031344e-09,3.07998996238328e-09,3.07942875031344e-09,3.07774612709082e-09,3.07494512745207e-09,3.07103079524251e-09,3.06601016245201e-09,3.06823987981344e-09,3.07214833569926e-09,3.07494512745207e-09,3.07662522172721e-09,3.07718559011079e-09,3.07662522172721e-09,3.07494512745207e-09,3.07214833569926e-09,3.06823987981343e-09,3.06322677716139e-09,3.06433963024311e-09,3.06823987981343e-09,3.07103079524251e-09,3.0727073578399e-09,3.07326654801542e-09,3.0727073578399e-09,3.07103079524251e-09,3.06823987981343e-09,3.06433963024311e-09,3.05933704349102e-09,3.05933704349102e-09,3.06322677716139e-09,3.06601016245201e-09,3.06768219943385e-09,3.06823987981344e-09,3.06768219943385e-09,3.06601016245201e-09,3.06322677716139e-09,3.05933704349102e-09,3.05434793227332e-09
2.23916485049104e-09,2.24148133119968e-09,2.24313838902467e-09,2.24413359687037e-09,2.24446549517617e-09,2.24413359687037e-09,2.24313838902467e-09,2.24148133119968e-09,2.23916485049104e-09,2.23619233330656e-09,2.24148133119968e-09,2.24380177976158e-09,2.24546167755191e-09,2.2464585916956e-09,2.24679105915438e-09,2.2464585916956e-09,2.24546167755191e-09,2.24380177976158e-09,2.24148133119968e-09,2.23850372633014e-09,2.24313838902467e-09,2.24546167755191e-09,2.24712360803141e-09,2.2481217434492e-09,2.24845461827647e-09,2.2481217434492e-09,2.24712360803141e-09,2.24546167755191e-09,2.24313838902467e-09,2.240157142683e-09,2.24413359687037e-09,2.2464585916956e-09,2.2481217434492e-09,2.24912061262954e-09,2.24945373221089e-09,2.24912061262954e-09,2.2481217434492e-09,2.2464585916956e-09,2.24413359687037e-09,2.24115016267443e-09,2.24446549517617e-09,2.24679105915438e-09,2.24845461827647e-09,2.24945373221089e-09,2.24978693343251e-09,2.24945373221089e-09,2.24845461827647e-09,2.24679105915437e-09,2.24446549517617e-09,2.24148133119968e-09,2.24413359687037e-09,2.2464585916956e-09,2.2481217434492e-09,2.24912061262954e-09,2.24945373221089e-09,2.24912061262954e-09,2.2481217434492e-09,2.2464585916956e-09,2.24413359687037e-09,2.24115016267443e-09,2.24313838902467e-09,2.24546167755191e-09,2.24712360803141e-09,2.2481217434492e-09,2.24845461827647e-09,2.2481217434492e-09,2.24712360803141e-09,2.24546167755191e-09,2.24313838902467e-09,2.240157142683e-09,2.24148133119968e-09,2.24380177976158e-09,2.24546167755191e-09,2.2464585916956e-09,2.24679105915438e-09,2.2464585916956e-09,2.24546167755191e-09,2.24380177976158e-09,2.24148133119968e-09,2.23850372633014e-09,2.23916485049104e-09,2.24148133119968e-09,2.24313838902467e-09,2.24413359687037e-09,2.24446549517617e-09,2.24413359687037e-09,2.24313838902467e-09,2.24148133119968e-09,2.23916485049104e-09,2.23619233330656e-09,2.23619233330656e-09,2.23850372633014e-09,2.240157142683e-09,2.24115016267443e-09,2.24148133119968e-09,2.24115016267443e-09,2.240157142683e-09,2.23850372633014e-09,2.23619233330656e-09,2.23322633969793e-09
